#scalar perturbations for mode k = 3.115658154372e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       2.238743752229e+02       6.805033044104e-04      -2.507879344131e+00      -2.474139770070e-02      -1.097832449363e-02      -2.558218257131e-02      -1.992689627456e-04      -5.119036219708e-03      -1.897256457888e+00      -2.443903472676e-02       2.704887106225e-01       2.617906466097e-01      -1.441676874367e+00      -1.387504979944e-02      -3.312479372382e-01      -7.533402307024e+00       3.726686289612e-02 
       2.243363323427e+02       6.823185653222e-04      -2.494431323599e+00      -2.479000730013e-02      -1.110568483488e-02      -2.584318265164e-02      -2.032175334015e-04      -5.171311135567e-03      -1.887310670508e+00      -2.448525405281e-02       2.699924196974e-01       2.613390743612e-01      -1.434970302204e+00      -1.376659658238e-02      -3.311212660164e-01      -7.551977774067e+00       3.728874137929e-02 
       2.247982894625e+02       6.841355191803e-04      -2.480942908379e+00      -2.483758811154e-02      -1.123624809592e-02      -2.610934925665e-02      -2.073039881176e-04      -5.224622788540e-03      -1.877335707328e+00      -2.453036974871e-02       2.694985910404e-01       2.608901948876e-01      -1.428319903744e+00      -1.365767922571e-02      -3.309681231037e-01      -7.570555244664e+00       3.731051158423e-02 
       2.253955900197e+02       6.864873107918e-04      -2.463443898906e+00      -2.489757748068e-02      -1.140991079691e-02      -2.646145143181e-02      -2.128007216004e-04      -5.295149883775e-03      -1.864395925185e+00      -2.458707633289e-02       2.688637301434e-01       2.603137783394e-01      -1.419804876133e+00      -1.351619152397e-02      -3.307309716341e-01      -7.594578451494e+00       3.733850064086e-02 
       2.259928905769e+02       6.888419326592e-04      -2.445879963446e+00      -2.495583742461e-02      -1.158916362401e-02      -2.682285437250e-02      -2.185486814282e-04      -5.367543570532e-03      -1.851409445175e+00      -2.464194104958e-02       2.682329800711e-01       2.597418213141e-01      -1.411384976598e+00      -1.337399366163e-02      -3.304498097813e-01      -7.618604944447e+00       3.736631188897e-02 
       2.265901911341e+02       6.911993847825e-04      -2.428252580781e+00      -2.501236954820e-02      -1.177416021386e-02      -2.719386442223e-02      -2.245605559590e-04      -5.441865543983e-03      -1.838377448502e+00      -2.469494024233e-02       2.676063366125e-01       2.591742985132e-01      -1.403060857211e+00      -1.323112250793e-02      -3.301247898974e-01      -7.642634693817e+00       3.739394737965e-02 
       2.271874916914e+02       6.935596671616e-04      -2.410563230981e+00      -2.506716957600e-02      -1.196507034775e-02      -2.757475569162e-02      -2.308496734404e-04      -5.518171084824e-03      -1.825301127280e+00      -2.474606344638e-02       2.669837957236e-01       2.586111844815e-01      -1.394833141312e+00      -1.308761490781e-02      -3.297560747103e-01      -7.666667671593e+00       3.742140918590e-02 
       2.277847922486e+02       6.959227797966e-04      -2.392813395527e+00      -2.512022804074e-02      -1.216205936495e-02      -2.796579375243e-02      -2.374295414031e-04      -5.596513796841e-03      -1.812181674930e+00      -2.479532049922e-02       2.663653536280e-01       2.580524544486e-01      -1.386702420136e+00      -1.294350781768e-02      -3.293438372705e-01      -7.690703848930e+00       3.744869925677e-02 
       2.283820928058e+02       6.982887226874e-04      -2.375004559472e+00      -2.517153990500e-02      -1.236528199723e-02      -2.836723728478e-02      -2.443138170700e-04      -5.676945933295e-03      -1.799020279416e+00      -2.484271527169e-02       2.657510065548e-01       2.574980842432e-01      -1.378669253062e+00      -1.279883829483e-02      -3.288882609110e-01      -7.714743196324e+00       3.747581941795e-02 
       2.291056204986e+02       7.011584493695e-04      -2.353355313217e+00      -2.523135824337e-02      -1.262001806442e-02      -2.886779925750e-02      -2.530808161742e-04      -5.777244010749e-03      -1.783023032782e+00      -2.489760422678e-02       2.650123065567e-01       2.568323619461e-01      -1.369069864062e+00      -1.262289532165e-02      -3.282786412965e-01      -7.743866974346e+00       3.750844625224e-02 
       2.298291481913e+02       7.040323289392e-04      -2.331624340742e+00      -2.528861493687e-02      -1.288439422842e-02      -2.938437526761e-02      -2.623410142043e-04      -5.880758955382e-03      -1.766968137124e+00      -2.494969922570e-02       2.642795965610e-01       2.561729536419e-01      -1.359615297693e+00      -1.244624632646e-02      -3.276060781718e-01      -7.772995328818e+00       3.754083050001e-02 
       2.305526758841e+02       7.069103613964e-04      -2.309814293224e+00      -2.534329293637e-02      -1.315868227835e-02      -2.991732132091e-02      -2.721213348190e-04      -5.987563080121e-03      -1.750857738140e+00      -2.499902050171e-02       2.635528680758e-01       2.555198160576e-01      -1.350306376490e+00      -1.226895692139e-02      -3.268709571073e-01      -7.802128215213e+00       3.757297539732e-02 
       2.312762035769e+02       7.097925467412e-04      -2.287927838591e+00      -2.539537792694e-02      -1.344314773805e-02      -3.046696948628e-02      -2.824496199428e-04      -6.097723994056e-03      -1.734693970418e+00      -2.504560013952e-02       2.628321110357e-01       2.548729052095e-01      -1.341143862737e+00      -1.209109242326e-02      -3.260736851668e-01      -7.831265593576e+00       3.760488433119e-02 
       2.319997312696e+02       7.126788849736e-04      -2.265967647973e+00      -2.544488212810e-02      -1.373805082770e-02      -3.103362949849e-02      -2.933547138389e-04      -6.211304926676e-03      -1.718478962298e+00      -2.508939035868e-02       2.621173155514e-01       2.542321777649e-01      -1.332128453026e+00      -1.191271819107e-02      -3.252146907405e-01      -7.860407424333e+00       3.763656047653e-02 
       2.327232589624e+02       7.155693760936e-04      -2.243936407292e+00      -2.549181682836e-02      -1.404365395732e-02      -3.161758336475e-02      -3.048666570155e-04      -6.328363655835e-03      -1.702214898071e+00      -2.513030953589e-02       2.614084650814e-01       2.535975843513e-01      -1.323260805609e+00      -1.173389827678e-02      -3.242944232556e-01      -7.889553688673e+00       3.766800811931e-02 
       2.334467866552e+02       7.184640201012e-04      -2.221836782701e+00      -2.553615322612e-02      -1.436022163051e-02      -3.221908543631e-02      -3.170167785692e-04      -6.448952531581e-03      -1.685903976527e+00      -2.516839560006e-02       2.607055480215e-01       2.529690808178e-01      -1.314541495703e+00      -1.155469746075e-02      -3.233133529292e-01      -7.918704354873e+00       3.769923059526e-02 
       2.342265725596e+02       7.215883882235e-04      -2.197945300363e+00      -2.558098606593e-02      -1.471397919596e-02      -3.288727201991e-02      -3.308636701214e-04      -6.582925529756e-03      -1.668274788340e+00      -2.520640426295e-02       2.599546097956e-01       2.522984807938e-01      -1.305310865648e+00      -1.136121136739e-02      -3.221884851366e-01      -7.950126522984e+00       3.773263159299e-02 
       2.350063584641e+02       7.247175801605e-04      -2.173980884562e+00      -2.562278264312e-02      -1.508109852668e-02      -3.357637624375e-02      -3.455323157326e-04      -6.721109874858e-03      -1.650596301990e+00      -2.524121799051e-02       2.592105395540e-01       2.516348543733e-01      -1.296253667234e+00      -1.116743938939e-02      -3.209942031759e-01      -7.981553716484e+00       3.776577792904e-02 
       2.357861443685e+02       7.278515959122e-04      -2.149946926512e+00      -2.566161470974e-02      -1.546191656740e-02      -3.428663428160e-02      -3.610672392577e-04      -6.863555124763e-03      -1.632871271115e+00      -2.527255990651e-02       2.584733123321e-01       2.509781375481e-01      -1.287370412611e+00      -1.097346012164e-02      -3.197311754489e-01      -8.012985930833e+00       3.779867521200e-02 
       2.365659302730e+02       7.309904354787e-04      -2.125846781838e+00      -2.569744718403e-02      -1.585678231140e-02      -3.501825551351e-02      -3.775150635319e-04      -7.010305667195e-03      -1.615102596856e+00      -2.530039366973e-02       2.577429024574e-01       2.503282660527e-01      -1.278661533524e+00      -1.077935154184e-02      -3.184000968997e-01      -8.044423166678e+00       3.783132922764e-02 
       2.373457161774e+02       7.341340988599e-04      -2.101683784936e+00      -2.573013063821e-02      -1.626603279109e-02      -3.577142819607e-02      -3.949246048029e-04      -7.161401870171e-03      -1.597293026825e+00      -2.532516710163e-02       2.570193060827e-01       2.496851984035e-01      -1.270127288174e+00      -1.058519520513e-02      -3.170016889303e-01      -8.075865359645e+00       3.786374170854e-02 
       2.381255020819e+02       7.372825860559e-04      -2.077461360311e+00      -2.575965785695e-02      -1.668999071294e-02      -3.654631787358e-02      -4.133469608882e-04      -7.316879780470e-03      -1.579445023814e+00      -2.534708550406e-02       2.563025216706e-01       2.490488965232e-01      -1.261767836529e+00      -1.039107291188e-02      -3.155366995582e-01      -8.107312436430e+00       3.789591363086e-02 
       2.389052879863e+02       7.404358970666e-04      -2.053183005202e+00      -2.578627570042e-02      -1.712900832502e-02      -3.734305895533e-02      -4.328356097038e-04      -7.476769455690e-03      -1.561561223404e+00      -2.536543061984e-02       2.555925116076e-01       2.484192861004e-01      -1.253583401178e+00      -1.019705951498e-02      -3.140059026681e-01      -8.138764435037e+00       3.792785237174e-02 
       2.396850738908e+02       7.435940318920e-04      -2.028852075033e+00      -2.581009023788e-02      -1.758348953887e-02      -3.816175844411e-02      -4.534465023237e-04      -7.641095728279e-03      -1.543644831208e+00      -2.537954181039e-02       2.548892241132e-01       2.477962775977e-01      -1.245574188901e+00      -1.000322642360e-02      -3.124100966015e-01      -8.170221445507e+00       3.795956817108e-02 
       2.404648597952e+02       7.467569905321e-04      -2.004471779465e+00      -2.583070206273e-02      -1.805382205639e-02      -3.900251509430e-02      -4.752381871198e-04      -7.809882057381e-03      -1.525699010713e+00      -2.539039390257e-02       2.541926559817e-01       2.471798314227e-01      -1.237740129398e+00      -9.809653098104e-03      -3.107501039757e-01      -8.201683413505e+00       3.799106260306e-02 
       2.412446456997e+02       7.499247729870e-04      -1.980045550747e+00      -2.584788013920e-02      -1.854032329487e-02      -3.986542182400e-02      -4.982719906257e-04      -7.983151032969e-03      -1.507726172620e+00      -2.539895209085e-02       2.535028281548e-01       2.465699349081e-01      -1.230080961198e+00      -9.616423389990e-03      -3.090267726184e-01      -8.233150204256e+00       3.802233220245e-02 
       2.420244316041e+02       7.530973792566e-04      -1.955577074311e+00      -2.586201274755e-02      -1.904331952907e-02      -4.075053371059e-02      -5.226121215453e-04      -8.160917997492e-03      -1.489728466013e+00      -2.540440620509e-02       2.528197168706e-01       2.459665309697e-01      -1.222596516275e+00      -9.423612834712e-03      -3.072409754135e-01      -8.264621815487e+00       3.805338113798e-02 
       2.428042175086e+02       7.562748093409e-04      -1.931069824480e+00      -2.587341910159e-02      -1.956324475267e-02      -4.165784499218e-02      -5.483256142865e-04      -8.343186469883e-03      -1.471708703740e+00      -2.540570537874e-02       2.521432676867e-01       2.453695294244e-01      -1.215286681825e+00      -9.231290179864e-03      -3.053936085823e-01      -8.296098348219e+00       3.808421965066e-02 
       2.435840034130e+02       7.594570632400e-04      -1.906526933073e+00      -2.588182216964e-02      -2.010057602228e-02      -4.258733479411e-02      -5.754823602649e-04      -8.529957315423e-03      -1.453670179901e+00      -2.540334168065e-02       2.514734596748e-01       2.447788729400e-01      -1.208151140678e+00      -9.039529144618e-03      -3.034855905286e-01      -8.327579811504e+00       3.811485226222e-02 
       2.443637893175e+02       7.626441409538e-04      -1.881951675230e+00      -2.588688445323e-02      -2.065570340874e-02      -4.353901869519e-02      -6.041554117809e-04      -8.721239085779e-03      -1.435615780484e+00      -2.539827962954e-02       2.508102956373e-01       2.441945313598e-01      -1.201189390696e+00      -8.848407506997e-03      -3.015178621842e-01      -8.359066136375e+00       3.814527865655e-02 
       2.451435752219e+02       7.658360424823e-04      -1.857347668440e+00      -2.588876513174e-02      -2.122896556295e-02      -4.451289648821e-02      -6.344212380658e-04      -8.917037600458e-03      -1.417547844562e+00      -2.539029682344e-02       2.501537591525e-01       2.436164574560e-01      -1.194400918571e+00      -8.657999342683e-03      -2.994913873265e-01      -8.390557305580e+00       3.817550140954e-02 
       2.459233611264e+02       7.690327678256e-04      -1.832718500712e+00      -2.588787381627e-02      -2.182079433717e-02      -4.550887610574e-02      -6.663596389021e-04      -9.117340763511e-03      -1.399469065568e+00      -2.537819344580e-02       2.495037984500e-01       2.430445665410e-01      -1.187785285657e+00      -8.468371106397e-03      -2.974071514004e-01      -8.422053417306e+00       3.820552987642e-02 
       2.467031470308e+02       7.722343169836e-04      -1.808067391900e+00      -2.588410371092e-02      -2.243169854447e-02      -4.652682715559e-02      -7.000535966580e-04      -9.322129301822e-03      -1.381382765631e+00      -2.536199451215e-02       2.488603788598e-01       2.424787897141e-01      -1.181341919837e+00      -8.279590952406e-03      -2.952661602223e-01      -8.453554528417e+00       3.823537084089e-02 
       2.474829329353e+02       7.754406899563e-04      -1.783397508107e+00      -2.587695726393e-02      -2.306212567064e-02      -4.756664535543e-02      -7.355894452408e-04      -9.531389684053e-03      -1.363291958255e+00      -2.534308811011e-02       2.482235134956e-01       2.419191082374e-01      -1.175069975150e+00      -8.091735329682e-03      -2.930694402241e-01      -8.485060548479e+00       3.826502189050e-02 
       2.482627188397e+02       7.786518867438e-04      -1.758712446758e+00      -2.586643811671e-02      -2.371244433715e-02      -4.862821549707e-02      -7.730571612642e-04      -9.745106748658e-03      -1.345198911240e+00      -2.532173750479e-02       2.475931976824e-01       2.413654886288e-01      -1.168968587670e+00      -7.904877258644e-03      -2.908180388722e-01      -8.516571430955e+00       3.829448311066e-02 
       2.490425047442e+02       7.818679073460e-04      -1.734015936735e+00      -2.585305534120e-02      -2.438306997657e-02      -4.971135737010e-02      -8.125504251874e-04      -9.963252926903e-03      -1.327105999628e+00      -2.529660894944e-02       2.469693795094e-01       2.408178494807e-01      -1.163037012222e+00      -7.719080094717e-03      -2.885130235337e-01      -8.548087275008e+00       3.832376329187e-02 
       2.498222906486e+02       7.850887517630e-04      -1.709311285785e+00      -2.583692577251e-02      -2.507451880612e-02      -5.081584026815e-02      -8.541664808689e-04      -1.018579118359e-02      -1.309016385595e+00      -2.526715713744e-02       2.463520135852e-01       2.402761137860e-01      -1.157274419441e+00      -7.534406790081e-03      -2.861554798682e-01      -8.579608172531e+00       3.835287063974e-02 
       2.506020765531e+02       7.883144199946e-04      -1.684601571091e+00      -2.581755325883e-02      -2.578730054293e-02      -5.194142281591e-02      -8.980061031523e-04      -1.041268302203e-02      -1.290933286298e+00      -2.523466500131e-02       2.457411021178e-01       2.397402532209e-01      -1.151679717524e+00      -7.350928081767e-03      -2.837465117110e-01      -8.611134073683e+00       3.838180455982e-02 
       2.513818624575e+02       7.915449120410e-04      -1.659890244104e+00      -2.579477859077e-02      -2.652183696692e-02      -5.308785411820e-02      -9.441737815857e-04      -1.064388875512e-02      -1.272859202526e+00      -2.519974307215e-02       2.451366442398e-01       2.392102393829e-01      -1.146251743247e+00      -7.168713899742e-03      -2.812872415367e-01      -8.642664929351e+00       3.841056422275e-02 
       2.521616483620e+02       7.947802279022e-04      -1.635181047681e+00      -2.576910454001e-02      -2.727855101303e-02      -5.425483584938e-02      -9.927778252917e-04      -1.087935996735e-02      -1.254796576182e+00      -2.516104847578e-02       2.445385833704e-01       2.386859889420e-01      -1.140989484678e+00      -6.987822908794e-03      -2.787788094541e-01      -8.674200857357e+00       3.843915899578e-02 
       2.528010582869e+02       7.974367260908e-04      -1.614923924098e+00      -2.574600743149e-02      -2.791594612457e-02      -5.522682397199e-02      -1.034528652312e-03      -1.107558332181e-02      -1.239996233223e+00      -2.512607759268e-02       2.440529263401e-01       2.382603623713e-01      -1.136797403332e+00      -6.840524604111e-03      -2.766860690526e-01      -8.700063581130e+00       3.846248851799e-02 
       2.534404682118e+02       8.000964676651e-04      -1.594672162825e+00      -2.572075921440e-02      -2.856888481626e-02      -5.621218089048e-02      -1.078056426484e-03      -1.127460007624e-02      -1.225207462299e+00      -2.508896965737e-02       2.435715430548e-01       2.378385488726e-01      -1.132715238236e+00      -6.694193019342e-03      -2.745616964331e-01      -8.725929748302e+00       3.848571149831e-02 
       2.540798781367e+02       8.027594526252e-04      -1.574427636673e+00      -2.569327310127e-02      -2.923761336539e-02      -5.721069095209e-02      -1.123426360899e-03      -1.147637457252e-02      -1.210431765284e+00      -2.505000838719e-02       2.430944283867e-01       2.374205292579e-01      -1.128742227741e+00      -6.548863698533e-03      -2.724063444961e-01      -8.751799349123e+00       3.850882822219e-02 
       2.547192880617e+02       8.054256809711e-04      -1.554192372569e+00      -2.566371350027e-02      -2.992235951087e-02      -5.822211992031e-02      -1.170705356412e-03      -1.168086785605e-02      -1.195670452258e+00      -2.500883038845e-02       2.426215620244e-01       2.370062700040e-01      -1.124877637551e+00      -6.404569016589e-03      -2.702206733528e-01      -8.777672417104e+00       3.853184162028e-02 
       2.553586979866e+02       8.080951527027e-04      -1.533968295667e+00      -2.563218721025e-02      -3.062337764530e-02      -5.924620686627e-02      -1.219961960179e-03      -1.188803607302e-02      -1.180924994118e+00      -2.496515192801e-02       2.421529235077e-01       2.365957369648e-01      -1.121120707920e+00      -6.261340707274e-03      -2.680053497863e-01      -8.803548989071e+00       3.855475473166e-02 
       2.559981079115e+02       8.107678678200e-04      -1.513757207011e+00      -2.559861460687e-02      -3.134094347234e-02      -6.028266966529e-02      -1.271266291408e-03      -1.209783158903e-02      -1.166197065284e+00      -2.491911992422e-02       2.416884972645e-01       2.361889007446e-01      -1.117470633457e+00      -6.119210737822e-03      -2.657610468611e-01      -8.829429089680e+00       3.857756982070e-02 
       2.566375178365e+02       8.134438263231e-04      -1.493560926482e+00      -2.556290432802e-02      -3.207531689361e-02      -6.133121352749e-02      -1.324690002311e-03      -1.231020471419e-02      -1.151488283445e+00      -2.487095064133e-02       2.412282729550e-01       2.357857377986e-01      -1.113926558443e+00      -5.978211657650e-03      -2.634884438479e-01      -8.855312727552e+00       3.860028802033e-02 
       2.572937308537e+02       8.161934788578e-04      -1.472851321421e+00      -2.552406800483e-02      -3.284671299773e-02      -6.241954874256e-02      -1.381798060626e-03      -1.253078418660e-02      -1.136414425423e+00      -2.481924407656e-02       2.407603065043e-01       2.353757697880e-01      -1.110398656485e+00      -5.834715669333e-03      -2.611274124888e-01      -8.881880265995e+00       3.862350467340e-02 
       2.579499438709e+02       8.189465474843e-04      -1.452161410800e+00      -2.548309848447e-02      -3.363631570970e-02      -6.351992450841e-02      -1.441296183774e-03      -1.275396316848e-02      -1.121363864620e+00      -2.476506580906e-02       2.402967313491e-01       2.349696104915e-01      -1.106980524319e+00      -5.692476536473e-03      -2.587380433449e-01      -8.908451581329e+00       3.864662360296e-02 
       2.586061568881e+02       8.217030322026e-04      -1.431493205231e+00      -2.543998948594e-02      -3.444439342629e-02      -6.463195642703e-02      -1.503266703449e-03      -1.297967649749e-02      -1.106338289623e+00      -2.470841589453e-02       2.398375278065e-01       2.345672274017e-01      -1.103671177986e+00      -5.551526175191e-03      -2.563210899311e-01      -8.935026707593e+00       3.866964744375e-02 
       2.592623699053e+02       8.244629330129e-04      -1.410848683800e+00      -2.539467423541e-02      -3.527121112348e-02      -6.575523863908e-02      -1.567793442504e-03      -1.320785533779e-02      -1.091339408716e+00      -2.464943140871e-02       2.393826809156e-01       2.341685930017e-01      -1.100469585657e+00      -5.411896856979e-03      -2.538773116654e-01      -8.961605665386e+00       3.869257783096e-02 
       2.599185829225e+02       8.272262499150e-04      -1.390229887081e+00      -2.534714034824e-02      -3.611701336710e-02      -6.688934837128e-02      -1.634961644067e-03      -1.343842811202e-02      -1.076368867979e+00      -2.458814708798e-02       2.389321718224e-01       2.337736768673e-01      -1.097374699788e+00      -5.273619542789e-03      -2.514074736065e-01      -8.988188485556e+00       3.871541705799e-02 
       2.605747959397e+02       8.299929829090e-04      -1.369638867435e+00      -2.529743956621e-02      -3.698203239839e-02      -6.803384243500e-02      -1.704857911232e-03      -1.367131982349e-02      -1.061428267287e+00      -2.452446684757e-02       2.384859831354e-01       2.333824505044e-01      -1.094385438098e+00      -5.136724966122e-03      -2.489123462367e-01      -9.014775194507e+00       3.873816698543e-02 
       2.612310089569e+02       8.327631319948e-04      -1.349077654246e+00      -2.524559381080e-02      -3.786650230060e-02      -6.918825212930e-02      -1.777570117167e-03      -1.390645105933e-02      -1.046519257104e+00      -2.445834658606e-02       2.380440942051e-01       2.329948825604e-01      -1.091500703223e+00      -5.001242554658e-03      -2.463927052137e-01      -9.041365828497e+00       3.876083011182e-02 
       2.618872219741e+02       8.355366971725e-04      -1.328548239710e+00      -2.519156453131e-02      -3.877065428476e-02      -7.035208493913e-02      -1.853187282488e-03      -1.414373835249e-02      -1.031643508063e+00      -2.438986627670e-02       2.376064880179e-01       2.326109455535e-01      -1.088719356330e+00      -4.867201864788e-03      -2.438493311139e-01      -9.067960413414e+00       3.878340813157e-02 
       2.625434349913e+02       8.383136784421e-04      -1.308052649808e+00      -2.513532149282e-02      -3.969470240150e-02      -7.152482965480e-02      -1.931799454366e-03      -1.438309522731e-02      -1.016802662103e+00      -2.431909163280e-02       2.371731444953e-01       2.322306097752e-01      -1.086040242324e+00      -4.734631251106e-03      -2.412830091180e-01      -9.094558983233e+00       3.880590325838e-02 
       2.631996480086e+02       8.410940758035e-04      -1.287592927597e+00      -2.507689039386e-02      -4.063884286053e-02      -7.270595650145e-02      -2.013497601466e-03      -1.462443224656e-02      -1.001998317695e+00      -2.424597852629e-02       2.367440446791e-01       2.318538472398e-01      -1.083462174717e+00      -4.603558747019e-03      -2.386945287292e-01      -9.121161568216e+00       3.882831733772e-02 
       2.638558610258e+02       8.438778892568e-04      -1.267171109004e+00      -2.501630310336e-02      -4.160326468763e-02      -7.389491293348e-02      -2.098373498119e-03      -1.486765619099e-02      -9.872320975804e-01      -2.417046703617e-02       2.363191669395e-01       2.314806278290e-01      -1.080983951543e+00      -4.474011201321e-03      -2.360846835244e-01      -9.147768206396e+00       3.885065270365e-02 
       2.645120740430e+02       8.466651188020e-04      -1.246789196989e+00      -2.495354322184e-02      -4.258815119554e-02      -7.509112288819e-02      -2.186519576901e-03      -1.511266993013e-02      -9.725056467638e-01      -2.409259460334e-02       2.358984918075e-01       2.311109239091e-01      -1.078604337263e+00      -4.346015272160e-03      -2.334542709302e-01      -9.174378929548e+00       3.887291117850e-02 
       2.651682870602e+02       8.494557644390e-04      -1.226449208022e+00      -2.488857429274e-02      -4.359366914242e-02      -7.629399105343e-02      -2.278028767723e-03      -1.535937329494e-02      -9.578205923975e-01      -2.401244001482e-02       2.354819985181e-01       2.307447072577e-01      -1.076322075721e+00      -4.219596747079e-03      -2.308040919407e-01      -9.200993772440e+00       3.889509474671e-02 
       2.658245000774e+02       8.522498261679e-04      -1.206153182926e+00      -2.482139956185e-02      -4.461996319777e-02      -7.750290544652e-02      -2.372994347993e-03      -1.560766361153e-02      -9.431785188262e-01      -2.393000423168e-02       2.350696659472e-01       2.303819500264e-01      -1.074135887130e+00      -4.094780767066e-03      -2.281349508021e-01      -9.227612770106e+00       3.891720532489e-02 
       2.664807130946e+02       8.550473039887e-04      -1.185903162775e+00      -2.475205196520e-02      -4.566716304211e-02      -7.871723500379e-02      -2.471509794435e-03      -1.585743523601e-02      -9.285810115086e-01      -2.384522765164e-02       2.346614717383e-01       2.300226237288e-01      -1.072044472768e+00      -3.971591593522e-03      -2.254476547343e-01      -9.254235960901e+00       3.893924498938e-02 
       2.671369261118e+02       8.578481979013e-04      -1.165701164642e+00      -2.468053472386e-02      -4.673538869423e-02      -7.993632753790e-02      -2.573668611431e-03      -1.610857916173e-02      -9.140296843420e-01      -2.375810916426e-02       2.342573933789e-01       2.296667001840e-01      -1.070046511638e+00      -3.850052795063e-03      -2.227430136969e-01      -9.280863383516e+00       3.896121578411e-02 
       2.677931391290e+02       8.606525079059e-04      -1.145549198368e+00      -2.460681304923e-02      -4.782474337869e-02      -8.115951267050e-02      -2.679564138257e-03      -1.636098362018e-02      -8.995261424586e-01      -2.366872542367e-02       2.338574094642e-01       2.293141528850e-01      -1.068140655450e+00      -3.730187545854e-03      -2.200218401495e-01      -9.307495072743e+00       3.898311941729e-02 
       2.684507008621e+02       8.634660082447e-04      -1.125408046378e+00      -2.453071756744e-02      -4.893760959677e-02      -8.238863007150e-02      -2.789518886516e-03      -1.661505715757e-02      -8.850423005602e-01      -2.357691539091e-02       2.334606867731e-01       2.289642396145e-01      -1.066321903826e+00      -3.611776832798e-03      -2.172793079625e-01      -9.334185818454e+00       3.900500275524e-02 
       2.691082625951e+02       8.662829387321e-04      -1.105321236427e+00      -2.445241319571e-02      -5.007182651568e-02      -8.362046578896e-02      -2.903412110980e-03      -1.687016572826e-02      -8.706095704929e-01      -2.348283817239e-02       2.330680286595e-01       2.286176618190e-01      -1.064592872372e+00      -3.495090554943e-03      -2.145218148063e-01      -9.360880926352e+00       3.902682245400e-02 
       2.697658243282e+02       8.691032993680e-04      -1.085290822767e+00      -2.437190806907e-02      -5.122743335739e-02      -8.485429955092e-02      -3.021336099161e-03      -1.712619044108e-02      -8.562295212413e-01      -2.338648457724e-02       2.326794095978e-01       2.282743909660e-01      -1.062952154280e+00      -3.380149309421e-03      -2.117501839099e-01      -9.387580440944e+00       3.904858071848e-02 
       2.704233860612e+02       8.719270901523e-04      -1.065318837790e+00      -2.428919250009e-02      -5.240445072913e-02      -8.608939637086e-02      -3.143382190283e-03      -1.738301038650e-02      -8.419037222337e-01      -2.328788260769e-02       2.322948065639e-01       2.279344015007e-01      -1.061398312754e+00      -3.266973574762e-03      -2.089652398956e-01      -9.414284398996e+00       3.907027911846e-02 
       2.710809477943e+02       8.747543110852e-04      -1.045407330748e+00      -2.420425347935e-02      -5.360287523799e-02      -8.732500904146e-02      -3.269640557320e-03      -1.764050314062e-02      -8.276337342945e-01      -2.318706581744e-02       2.319141932969e-01       2.275976654439e-01      -1.059929903351e+00      -3.155582496041e-03      -2.061678084879e-01      -9.440992845782e+00       3.909191979973e-02 
       2.717385095273e+02       8.775849621665e-04      -1.025558353329e+00      -2.411708782800e-02      -5.482267715380e-02      -8.856037951808e-02      -3.400199992645e-03      -1.789854504505e-02      -8.134210834021e-01      -2.308405087147e-02       2.315375457668e-01       2.272641576538e-01      -1.058545453541e+00      -3.045995074054e-03      -2.033587162460e-01      -9.467705819267e+00       3.911350429153e-02 
       2.723960712604e+02       8.804190433964e-04      -1.005773972890e+00      -2.402769616864e-02      -5.606380179903e-02      -8.979473947249e-02      -3.535147692624e-03      -1.815701131840e-02      -7.992672890420e-01      -2.297884537043e-02       2.311648365664e-01       2.269338504077e-01      -1.057243485105e+00      -2.938228934413e-03      -2.005387902757e-01      -9.494423366392e+00       3.913503473429e-02 
       2.730803324710e+02       8.833718408665e-04      -9.852570676408e-01      -2.393230834974e-02      -5.737787482274e-02      -9.107730923921e-02      -3.680325781435e-03      -1.842628756668e-02      -7.846029097774e-01      -2.286705990949e-02       2.307811482326e-01       2.265935026226e-01      -1.055974605756e+00      -2.828039551830e-03      -1.975937525739e-01      -9.522230645426e+00       3.915738368785e-02 
       2.737645936816e+02       8.863283526941e-04      -9.648146602477e-01      -2.383449870165e-02      -5.871483391307e-02      -9.235705741105e-02      -3.830442013230e-03      -1.869574483469e-02      -7.700055927173e-01      -2.275294718500e-02       2.304016658945e-01       2.262565632658e-01      -1.054791708558e+00      -2.719859512562e-03      -1.946388117654e-01      -9.550042972911e+00       3.917967804941e-02 
       2.744488548923e+02       8.892885788792e-04      -9.444490738194e-01      -2.373425973715e-02      -6.007452860946e-02      -9.363309175994e-02      -3.985587556070e-03      -1.896524042073e-02      -7.554770084058e-01      -2.263653470721e-02       2.300263596378e-01       2.259230042549e-01      -1.053693064409e+00      -2.613706637943e-03      -1.916748998475e-01      -9.577860396344e+00       3.920191961682e-02 
       2.751331161029e+02       8.922525194218e-04      -9.241626458557e-01      -2.363158601767e-02      -6.145677489642e-02      -9.490451473923e-02      -4.145850622079e-03      -1.923463162677e-02      -7.410188096973e-01      -2.251784550891e-02       2.296551973225e-01       2.255927961557e-01      -1.052676933952e+00      -2.509597500239e-03      -1.887029481562e-01      -9.605682968646e+00       3.922411052957e-02 
