#scalar perturbations for mode k = 3.115658154372e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       5.048660274764e+00       1.096411948008e-05      -1.218442483019e+00       1.465972060004e-03       1.411003061287e-07       3.527507653218e-07       5.952112477406e-13       7.055015306435e-08      -9.138318622681e-01       1.465972064748e-03       6.012894879205e-01       6.966257651424e-01      -1.218439837295e+00       1.464331788962e-03       9.881273182624e-04      -9.138359003807e-01       1.469295882793e-03 
       5.167785980515e+00       1.122526530798e-05      -1.218986551951e+00       1.500273114239e-03       1.513614232698e-07       3.784035581744e-07       6.692742033577e-13       7.568071163489e-08      -9.142399139673e-01       1.500273119607e-03       6.012689814060e-01       6.965486406439e-01      -1.218983636299e+00       1.498513593893e-03       1.035138443402e-03      -9.142443621992e-01       1.503836635500e-03 
       5.286911686266e+00       1.148652371318e-05      -1.219538609481e+00       1.534556077367e-03       1.621095273137e-07       4.052738182843e-07       7.505530961360e-13       8.105476365686e-08      -9.146539571159e-01       1.534556083420e-03       6.012480303214e-01       6.964708806830e-01      -1.219535404513e+00       1.532671648629e-03       1.083231375428e-03      -9.146588446858e-01       1.538370493916e-03 
       5.406037392017e+00       1.174789469567e-05      -1.220098685069e+00       1.568820680798e-03       1.733559863426e-07       4.333899658566e-07       8.395655072773e-13       8.667799317132e-08      -9.150740138075e-01       1.568820687603e-03       6.012266289627e-01       6.963924771717e-01      -1.220095170487e+00       1.566805552300e-03       1.132405183528e-03      -9.150793712827e-01       1.572897439545e-03 
       5.557204046096e+00       1.207972805790e-05      -1.220820999928e+00       1.612274517536e-03       1.883626592772e-07       4.709066481929e-07       9.645056640766e-13       9.418132963858e-08      -9.156157499524e-01       1.612274525398e-03       6.011988120098e-01       6.962920445040e-01      -1.220817061772e+00       1.610084990321e-03       1.196359716151e-03      -9.156217498931e-01       1.616701050936e-03 
       5.708370700176e+00       1.241174270095e-05      -1.221556307515e+00       1.655697801303e-03       2.042133665228e-07       5.105334163069e-07       1.103939688288e-12       1.021066832614e-07      -9.161672306441e-01       1.655697810347e-03       6.011702533668e-01       6.961905524768e-01      -1.221551909651e+00       1.653324066109e-03       1.262051258842e-03      -9.161739273800e-01       1.660493453517e-03 
       5.859537354255e+00       1.274393862482e-05      -1.222304631138e+00       1.699089959841e-03       2.209313433938e-07       5.523283584845e-07       1.259100307996e-12       1.104656716969e-07      -9.167284733633e-01       1.699089970203e-03       6.011409478968e-01       6.960879937095e-01      -1.222299735426e+00       1.696521936849e-03       1.329477793569e-03      -9.167359241869e-01       1.704274583402e-03 
       6.010704008335e+00       1.307631582951e-05      -1.223065975959e+00       1.742450400360e-03       2.385398232166e-07       5.963495580414e-07       1.431289055334e-12       1.192699116083e-07      -9.172994819801e-01       1.742450412186e-03       6.011108940660e-01       6.959843653291e-01      -1.223060542201e+00       1.739677739116e-03       1.398637258013e-03      -9.173077472233e-01       1.748044355175e-03 
       6.161870662414e+00       1.340887431502e-05      -1.223840371767e+00       1.785778573093e-03       2.570620446670e-07       6.426551116674e-07       1.621878258440e-12       1.285310223335e-07      -9.178802788382e-01       1.785778586540e-03       6.010800847185e-01       6.958796582754e-01      -1.223834357651e+00       1.782790652438e-03       1.469527545741e-03      -9.178894219486e-01       1.791802725430e-03 
       6.313037316493e+00       1.374161408135e-05      -1.224627841758e+00       1.829073926010e-03       2.765212453475e-07       6.913031133688e-07       1.832312961959e-12       1.382606226738e-07      -9.184708813341e-01       1.829073941250e-03       6.010485138507e-01       6.957738651093e-01      -1.224621202805e+00       1.825859854022e-03       1.542146507191e-03      -9.184809689520e-01       1.835549647495e-03 
       6.464203970573e+00       1.407453512851e-05      -1.225428364882e+00       1.872335841591e-03       2.969406506159e-07       7.423516265399e-07       2.064112808619e-12       1.484703253080e-07      -9.190712736795e-01       1.872335858808e-03       6.010161848469e-01       6.956669894247e-01      -1.225421054388e+00       1.868884455529e-03       1.616491949091e-03      -9.190823757139e-01       1.879285008189e-03 
       6.641589416971e+00       1.446543015869e-05      -1.226384414779e+00       1.923057869343e-03       3.221574572087e-07       8.053936430218e-07       2.365519588387e-12       1.610787286044e-07      -9.197883111049e-01       1.923057889132e-03       6.009772721429e-01       6.955401851183e-01      -1.226376253640e+00       1.919313408589e-03       1.705930681980e-03      -9.198006971641e-01       1.930591172019e-03 
       6.818974863369e+00       1.485657480684e-05      -1.227358470525e+00       1.973732179914e-03       3.487659499124e-07       8.719148747810e-07       2.701264559108e-12       1.743829749562e-07      -9.205188529182e-01       1.973732202568e-03       6.009373042648e-01       6.954118770597e-01      -1.227349387521e+00       1.969678463049e-03       1.797739949655e-03      -9.205326294121e-01       1.981881245661e-03 
       6.996360309767e+00       1.524796907295e-05      -1.228350519564e+00       2.024357829230e-03       3.768036380865e-07       9.420090952162e-07       3.074218604905e-12       1.884018190432e-07      -9.212628897017e-01       2.024357855071e-03       6.008962812880e-01       6.952820655388e-01      -1.228340439594e+00       2.019978237083e-03       1.891915977151e-03      -9.212781687221e-01       2.033155094566e-03 
       7.173745756166e+00       1.563961295701e-05      -1.229360564628e+00       2.074933905958e-03       4.063080229884e-07       1.015770057471e-06       3.487410370080e-12       2.031540114942e-07      -9.220204235052e-01       2.074933935330e-03       6.008541997820e-01       6.951507469682e-01      -1.229349408611e+00       2.070211381577e-03       1.988454906467e-03      -9.220373229693e-01       2.084412614963e-03 
       7.351131202564e+00       1.603150645903e-05      -1.230388621166e+00       2.125459530249e-03       4.373165966139e-07       1.093291491535e-06       3.944030662299e-12       2.186582983070e-07      -9.227914659140e-01       2.125459563524e-03       6.008110533621e-01       6.950179145288e-01      -1.230376305931e+00       2.120376578901e-03       2.087352797709e-03      -9.228101097073e-01       2.135653732602e-03 
       7.528516648962e+00       1.642364957901e-05      -1.231434632838e+00       2.175933695133e-03       4.698668065826e-07       1.174667016457e-06       4.447436545646e-12       2.349334032913e-07      -9.235759746746e-01       2.175933732713e-03       6.007668510851e-01       6.948835792925e-01      -1.231421071029e+00       2.170472384318e-03       2.188605627809e-03      -9.235964927939e-01       2.186878244138e-03 
       7.705902095360e+00       1.681604231695e-05      -1.232498635465e+00       2.226355570996e-03       5.039961160709e-07       1.259990290177e-06       5.001156294615e-12       2.519980580354e-07      -9.243739766520e-01       2.226355613312e-03       6.007215818976e-01       6.947477292371e-01      -1.232483735431e+00       2.220497530486e-03       2.292209291027e-03      -9.243965053476e-01       2.238086121597e-03 
       7.900367094020e+00       1.724650340434e-05      -1.233685696223e+00       2.281571055639e-03       5.432704088910e-07       1.358176022228e-06       5.670401642333e-12       2.716352044455e-07      -9.252642722290e-01       2.281571103680e-03       6.006707374631e-01       6.945970700541e-01      -1.233669218582e+00       2.275256458726e-03       2.408484714993e-03      -9.252891692381e-01       2.294205206028e-03 
       8.094832092679e+00       1.767726449277e-05      -1.234894336978e+00       2.336721378898e-03       5.845367701288e-07       1.461341925322e-06       6.409698623199e-12       2.922683850644e-07      -9.261707528050e-01       2.336721433263e-03       6.006186112457e-01       6.944445929261e-01      -1.234876160358e+00       2.329927044923e-03       2.527574798602e-03      -9.261981981901e-01       2.350303992468e-03 
       8.289297091338e+00       1.810832558222e-05      -1.236124485657e+00       2.391805234913e-03       6.278444032978e-07       1.569611008244e-06       7.224441361282e-12       3.139222016489e-07      -9.270933643258e-01       2.391805296248e-03       6.005652141463e-01       6.942903116052e-01      -1.236104482602e+00       2.384507406809e-03       2.649473790751e-03      -9.271235469757e-01       2.406382222978e-03 
       8.483762089998e+00       1.853968667270e-05      -1.237376165279e+00       2.446821518935e-03       6.732425170467e-07       1.683106292617e-06       8.120298043728e-12       3.366212585233e-07      -9.280321240547e-01       2.446821587934e-03       6.005105363211e-01       6.941342159927e-01      -1.237354202097e+00       2.438995863393e-03       2.774175821708e-03      -9.280652418876e-01       2.462439837805e-03 
       8.678227088657e+00       1.897134776421e-05      -1.238649322305e+00       2.501768973407e-03       7.207802318879e-07       1.801950579720e-06       9.103216925844e-12       3.603901159440e-07      -9.289869918386e-01       2.501769050814e-03       6.004545844191e-01       6.939763150515e-01      -1.238625258921e+00       2.493390581085e-03       2.901674903601e-03      -9.290232520055e-01       2.518476621459e-03 
       8.872692087316e+00       1.940330885676e-05      -1.239943922366e+00       2.556646384454e-03       7.705066256080e-07       1.926266564020e-06       1.017943387126e-11       3.852533128040e-07      -9.299579419004e-01       2.556646471066e-03       6.003973608458e-01       6.938166128737e-01      -1.239917612171e+00       2.547689770213e-03       3.031964929719e-03      -9.299975609874e-01       2.574492399186e-03 
       9.067157085976e+00       1.983556995033e-05      -1.241259951787e+00       2.611452590028e-03       8.224707346235e-07       2.056176836559e-06       1.135547945559e-11       4.112353673117e-07      -9.309449639837e-01       2.611452686698e-03       6.003388634284e-01       6.936551083000e-01      -1.241231241489e+00       2.601891693204e-03       3.165039674986e-03      -9.309881682133e-01       2.630487045103e-03 
       9.301358410755e+00       2.035655604302e-05      -1.242873307029e+00       2.677361530269e-03       8.880927476132e-07       2.220231869033e-06       1.291405370934e-11       4.440463738066e-07      -9.321549804393e-01       2.677361640265e-03       6.002667214921e-01       6.934582113915e-01      -1.242841493026e+00       2.667037465802e-03       3.328993853290e-03      -9.322028166339e-01       2.697895199096e-03 
       9.535559735534e+00       2.087797726523e-05      -1.244517629788e+00       2.743163349868e-03       9.571168251418e-07       2.392792062854e-06       1.463987760274e-11       4.785584125709e-07      -9.333882225364e-01       2.743163474617e-03       6.001927397603e-01       6.932587137562e-01      -1.244482467606e+00       2.732036480203e-03       3.496966554266e-03      -9.334410506665e-01       2.765272158056e-03 
       9.769761060312e+00       2.139983361697e-05      -1.246192864817e+00       2.808855978897e-03       1.029628236106e-06       2.574070590264e-06       1.654614751235e-11       5.148141180528e-07      -9.346446488386e-01       2.808856119936e-03       6.001169207471e-01       6.930566207637e-01      -1.246154097444e+00       2.796885663092e-03       3.668946225639e-03      -9.347028468663e-01       2.832617644764e-03 
       1.000396238509e+01       2.192212509823e-05      -1.247898976637e+00       2.874437408667e-03       1.105712117672e-06       2.764280294179e-06       1.864674479319e-11       5.528560588359e-07      -9.359242327390e-01       2.874437567652e-03       6.000392625055e-01       6.928519326792e-01      -1.247856334216e+00       2.861582003259e-03       3.844921069138e-03      -9.359881970369e-01       2.899931436896e-03 
       1.023816370987e+01       2.244485170902e-05      -1.249635882492e+00       2.939905524240e-03       1.185453403159e-06       2.963633507897e-06       2.095625251780e-11       5.927267015795e-07      -9.372269121696e-01       2.939905702949e-03       5.999597731787e-01       6.926446614282e-01      -1.249589082005e+00       2.926122384175e-03       4.024879041985e-03      -9.372970579387e-01       2.967213199490e-03 
       1.047236503465e+01       2.296801344933e-05      -1.251403518714e+00       3.005258266445e-03       1.268936870393e-06       3.172342175982e-06       2.348997412910e-11       6.344684351964e-07      -9.385526393809e-01       3.005258466787e-03       5.998784566196e-01       6.924348140024e-01      -1.251352263671e+00       2.990503746105e-03       4.208807856123e-03      -9.386294010665e-01       3.034462646941e-03 
       1.070656635943e+01       2.349161031916e-05      -1.253201849382e+00       3.070493660848e-03       1.356247149416e-06       3.390617873539e-06       2.626395157669e-11       6.781235747078e-07      -9.399013874313e-01       3.070493884864e-03       5.997953105008e-01       6.922223902978e-01      -1.253145829506e+00       3.054723115144e-03       4.396694979738e-03      -9.399852191376e-01       3.101679571928e-03 
       1.094905033778e+01       2.403418295340e-05      -1.255096034163e+00       3.137910272343e-03       1.450767380269e-06       3.626918450673e-06       2.940709754338e-11       7.253836901346e-07      -9.413220260743e-01       3.137910523175e-03       5.997073039771e-01       6.919997513863e-01      -1.255034738982e+00       3.121039663388e-03       4.595383976157e-03      -9.414136777167e-01       3.171239047052e-03 
       1.119153431612e+01       2.457722203856e-05      -1.257022951750e+00       3.205196569113e-03       1.549573790414e-06       3.873934476035e-06       3.284532039227e-11       7.747868952069e-07      -9.427672143295e-01       3.205196849266e-03       5.996173507421e-01       6.917743731716e-01      -1.256956017543e+00       3.187175861471e-03       4.798288059616e-03      -9.428672169615e-01       3.240762972752e-03 
       1.143401829447e+01       2.512072757464e-05      -1.258982538646e+00       3.272350331811e-03       1.652759607543e-06       4.131899018858e-06       3.659904660872e-11       8.263798037717e-07      -9.442369045729e-01       3.272350643963e-03       5.995254528586e-01       6.915462609056e-01      -1.258909585333e+00       3.253128385015e-03       5.005392497741e-03      -9.443458124618e-01       3.310251068918e-03 
       1.167650227282e+01       2.566469956165e-05      -1.260974724647e+00       3.339369335477e-03       1.760417801005e-06       4.401044502513e-06       4.068963322010e-11       8.802089005027e-07      -9.457310441533e-01       3.339369682486e-03       5.994316136698e-01       6.913154213353e-01      -1.260895355438e+00       3.318893905658e-03       5.216682281619e-03      -9.458494352493e-01       3.379703042264e-03 
       1.191898625116e+01       2.620913799957e-05      -1.262999432879e+00       3.406251347910e-03       1.872641068111e-06       4.681602670278e-06       4.513938865776e-11       9.363205340556e-07      -9.472495754158e-01       3.406251732820e-03       5.993358377861e-01       6.910818626969e-01      -1.262913233914e+00       3.384469089534e-03       5.432142127726e-03      -9.473780518197e-01       3.449118584663e-03 
